text,sentiment,sentiment_source,target_brand,source,text_length,word_count,tweet_id,date
more than 150 million mobile users for Google Maps for Mobile #SXSW,Neutral,Brand-Specific,Unknown,Provided,67,12,185,
Currently 150 people in line at the &quot;Pop Up Apple Store&quot; #sxsw,Neutral,Brand-Specific,Unknown,Provided,72,12,186,
"Only iPad 2 available at #sxsw is the 64GB wifi-only model at $699, plus the optional (not!) leather smart cover at $69",Neutral,Brand-Specific,Unknown,Provided,119,22,187,
÷¼ We love 2 entertain youÛ_Please donÛªt be grateful! ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,Neutral,Brand-Specific,Unknown,Provided,127,18,188,
Less than 2 hours until we announce the details on the iPad 2 giveaway! #SXSW #SXSWi,Neutral,Brand-Specific,Unknown,Provided,84,16,189,
"I'm up to 2 iPad 2s seen in the wild. Both people say it is fast, but the still pics are terrible. #sxsw",Negative,Brand-Specific,iPad,Provided,104,23,190,
(The iPad 2 queue at #sxsw of course,Neutral,Brand-Specific,Unknown,Provided,36,8,191,
The #iPad 2 Takes Over #SXSW [VIDEO] /by @mention {link},Positive,Brand-Specific,iPad,Provided,56,10,192,
many iPad 2's snapping away at the keynote slides! #sxsw,Positive,Brand-Specific,iPad,Provided,56,10,193,
Apple has 200M users' credit cards sync'd with iTunes for one click purchase. . #winning #sxsw,Neutral,Brand-Specific,Unknown,Provided,94,16,194,
Having my 2nd cocktail &quot;Texas Snowflake&quot;  ( @mention google it!!) at the #CNNGrill #SxSw,Neutral,Brand-Specific,Unknown,Provided,98,14,195,
New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive {link} #SXSW #SXSWi,Positive,Brand-Specific,iPad or iPhone App,Provided,92,16,196,
New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive #SXSW #SXSWi {link},Neutral,Brand-Specific,Unknown,Provided,92,16,197,
sweet new 3-d google maps demo going on in ballroom D #SXSW,Positive,Brand-Specific,Other Google product or service,Provided,59,12,198,
More than 35 million miles per day are driving with Google Maps Navigation! #SXSW,Positive,Brand-Specific,Other Google product or service,Provided,81,14,199,
rt ' It's 4 p.m. and the #iPad2 line at the Apple store is longer and wider ÛÒ about 250 people! Only one more hour. ' #sxsw,Neutral,Brand-Specific,Unknown,Provided,125,27,200,
"U = smart 4 packing an extra :) RT @mention On my way to sunny Austin for #sxsw! Extra iPhone in stow, just in case. @mention @mention",Neutral,Brand-Specific,Unknown,Provided,134,27,201,
"Wonder if 4sqwill attempt to block GoWalla cross-checkins, the way Facebook blocked Google's contacts connections.  #sxsw #lbsWars",Neutral,Brand-Specific,Unknown,Provided,130,17,202,
#SXSW day 5 at the #apple store and there's still a line...and growing {link},Positive,Brand-Specific,Apple,Provided,77,14,203,
"Check out 5 Steps to Bulletproof UX Strategy at SXSW
{link} #SXSW #rhjr_ux5  {link}",Neutral,Brand-Specific,Unknown,Provided,83,14,204,
"Wandering 6th street with the girls. Stopped for ceviche, mojitos, apple juice &amp; ice cream. #sxsw",Neutral,Brand-Specific,Unknown,Provided,101,16,205,
"If you're a band at #SXSW and want to share a track with your Audience from stage, use FrostWire for Android if there's Wi-Fi available",Positive,Brand-Specific,Android App,Provided,135,25,206,
We've got a busy week ahead: Our new book on #Google Apps will be available on Amazon &amp; we're attending #SXSW,Neutral,Brand-Specific,Unknown,Provided,113,21,207,
"I believe a few went to Aussies at #sxsw RT @mention iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link}",Neutral,Brand-Specific,Unknown,Provided,110,23,208,
ÛÏ@mention A Google Spreadsheet of over 270 parties at #SXSW this year O_O {link} @mention Plan on going to #SXSW Party on,Neutral,Brand-Specific,Unknown,Provided,123,22,209,
"There was a guy in line for Apple's pop-up store on Sixth Street in Austin. &quot;I'm that guy,&quot; he told me. #sxsw",Neutral,Brand-Specific,Unknown,Provided,119,22,210,
if u have a iPhone you don't need a car'-use zimride etc to share rides #sxsw #shareable,Positive,Brand-Specific,iPad or iPhone App,Provided,88,17,211,
"I've seen a lot of tablets here, every single one of them is an iPad. #SXSW",Neutral,Brand-Specific,Unknown,Provided,75,16,212,
Receiving a lot of @mention messages telling me I'm sexy in response to my post looking to meet fellow Christian iPhone devs at #sxsw,Neutral,Brand-Specific,Unknown,Provided,133,24,213,
Picked up a Mophie battery case 4 my iPhone in prep for #SXSW. Not lugging around a laptop &amp; only using my phone was a huge win last year.,Positive,Brand-Specific,iPhone,Provided,142,29,214,
"Now thats a NEWS :P RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Neutral,Brand-Specific,Unknown,Provided,116,19,215,
"Just took a piss at the trade show, iPad in one hand, iPhone in the other. Pissing. I am KIIIIIILLING it right now. #sxsw",Neutral,Brand-Specific,Unknown,Provided,121,24,216,
"Not to be a rumor monger, but this was a good read å_ #Google #Circles preview @mention #sxsw {link} by @mention via @mention #socbiz #fb",Positive,Brand-Specific,Other Google product or service,Provided,137,25,217,
HOBO WITH A SHOTGUN iPhone game {link} #sxsw,Neutral,Brand-Specific,Unknown,Provided,44,8,218,
Hobo with A Shotgun video game coming to iPad/iPhone users?! Yes please! {link} #SXSW,Positive,Brand-Specific,iPad or iPhone App,Provided,85,14,219,
build out a store in less than 24 hours and have one of the biggest launches in this company's history?  we got this.  #apple #sxsw #ipad2,Positive,Brand-Specific,Apple,Provided,138,26,220,
Just took a survey on iPhone while in Starbucks line. Got a free Starbucks gift card. Instant research. Instant gratification. #sxsw #gsdm,Neutral,Brand-Specific,Unknown,Provided,138,22,221,
Apple has a temporary Retail Store in Austin for the iPad 2 release today. Opens at 5pm. #SXSW #SXSWi #ipad2,Neutral,Brand-Specific,Unknown,Provided,108,20,222,
Just read about #GroupMe at #SXSW...sounds like an incredible app. Is it available for Android phones yet?,Positive,Brand-Specific,iPad or iPhone App,Provided,106,17,223,
Wondering about Circles? &gt; Google to reveal a new social network at #SXSW {link},Neutral,Brand-Specific,Unknown,Provided,83,14,224,
"google is about search, but local' marissa mayer #sxsw",Neutral,Brand-Specific,Unknown,Provided,54,9,225,
Wondering about street closures during SXSW? We made a Google Map to show you: {link} #sxsw #austin,Neutral,Brand-Specific,Unknown,Provided,99,17,226,
Is Google about to have another go at social with &quot;Google Circles&quot;? #sxsw #google,Neutral,Brand-Specific,Unknown,Provided,91,14,227,
Questions about what's inside the iPad 2? Fire them my way. #sxsw,Neutral,Brand-Specific,Unknown,Provided,65,12,228,
Paraormal activity: Sanctuary iphone game. Sketching your AR experience. Interactivity through &quot;magic lense&quot; #EduAR #sxsw,Neutral,Brand-Specific,Unknown,Provided,131,15,229,
Apple IIe ad in the '85 SI swimsuit issue at a garage sale #sxsw {link},Neutral,Brand-Specific,Unknown,Provided,71,15,230,
Flipboard Adds Instagram Photos and Social Search [Apps] {link} #Apple #SocialSearch #SXSW,Neutral,Brand-Specific,Unknown,Provided,90,12,231,
Spent the aftrnoon on a frozen lake photographing my brother Scott &amp; the @mention team. Catch them at #SXSW ths weeknd.  {link},Neutral,Brand-Specific,Unknown,Provided,131,22,232,
"If iPhone alarms botch the timechange, how many #SXSW'ers freak? Late to flights, missed panels, behind on bloody marys...",Negative,Brand-Specific,iPhone,Provided,122,19,233,
Shouts to all the ladies holding up their iPad 2's at free #sxsw shows to take photos while sipping free beer. /cc: @mention,Positive,Brand-Specific,iPad,Provided,124,23,234,
"Dj hoodie allen, with all due respect, you should probably make your way back to google #sxsw",Neutral,Brand-Specific,Unknown,Provided,93,17,235,
I meant I also wish I  at #SXSW #dyac stupid iPhone!,Negative,Brand-Specific,iPhone,Provided,52,11,236,
"Just what America needs. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Uncertain,Brand-Specific,Unknown,Provided,122,19,237,
Audioboo: American Dream or Bust {link} #iPad #sxsw #bum #begger #us #socialart #Documentally,Neutral,Brand-Specific,Unknown,Provided,93,13,238,
Skifta is an app-based media shifting service that turns your Android phone into a ...  #sxsw #mashable #sxswi {link},Neutral,Brand-Specific,Unknown,Provided,117,19,239,
Rumors of an Apple store opening for #SXSW at 6th &amp; Congress. All signs point to yes! {link},Positive,Brand-Specific,Apple,Provided,96,18,240,
What does an Apple security guy after he locks up the store..... #sxsw - {link},Neutral,Brand-Specific,Unknown,Provided,79,15,241,
What does an Apple security guy after he locks up the store..... #sxsw - The Realtime SXSW S... {link} curated by @mention,Neutral,Brand-Specific,Unknown,Provided,122,22,242,
How I got an iPad 2 during #SXSW!  {link} cc @mention,Neutral,Brand-Specific,Unknown,Provided,53,11,243,
picked up an ipad 2 at the #sxsw pop up  apple store! only 15 minute wait!,Positive,Brand-Specific,iPad,Provided,74,16,244,
Brilliant and enlightening game mechanics presentation by @mention from Google #SXSW,Positive,Brand-Specific,Google,Provided,84,11,245,
GSD&amp;M and Google.....sitting in a tree {link} #sxsw #gsdm,Neutral,Brand-Specific,Unknown,Provided,61,9,246,
@mention  and here's a pic of you winning your ipad! #unsix #sxsw cc @mention @mention  {link} (cont) {link},Neutral,Brand-Specific,Unknown,Provided,108,18,247,
My iPhone and I are both VERY thirsty! #sxsw (@mention Chevy Volt Lounge w/ 16 others) {link},Neutral,Brand-Specific,Unknown,Provided,93,17,248,
My iPhone and I are both VERY thirsty! #sxsw (@mention Chevy Volt Lounge w/ 16 others) {link} {link},Neutral,Brand-Specific,Unknown,Provided,100,18,249,
"I came in and left #sxsw with my iPhone playing the same song, chosen at random: Skream's Listening to the Records on my wall. Appropriate.",Neutral,Brand-Specific,Unknown,Provided,139,25,250,
marketing and sales GENIUS: {link} #Apple #SXSW,Positive,Brand-Specific,Apple,Provided,47,7,251,
"Arduino + android = Flaming skulls  {link} Refrigerator Speaks , Salon K, 3:30pm @mention @mention #sxsw #smartthings",Neutral,Brand-Specific,Unknown,Provided,117,17,252,
Reminder: Android and Chrome TTS talk @mention 1 PM today!  {link}  #sxsw,Neutral,Brand-Specific,Unknown,Provided,73,12,253,
iPad 2 vs Android vs The World : Panel at #SXSW today 3:30PM by @mention {link},Neutral,Brand-Specific,Unknown,Provided,79,16,254,
"Backupify Announces CloudSight Search, the First Searchable Archive Solution for Social Media and Google Apps #SXSW #SXSWi {link}",Neutral,Brand-Specific,Unknown,Provided,129,18,255,
Google is announcing a social network &quot;Circles&quot; (via #SXSW tweets). Interesting. Myopia will cause Buzz jokes. But this is interesting.,Neutral,Brand-Specific,Unknown,Provided,145,20,256,
"Do I need any more for #sxsw! ipad, iphone, laptop, dictaphone, vid.camera.... Wow! Love to  meet the REAL 'cerebellum' charged people:)",Positive,Brand-Specific,iPhone,Provided,136,21,257,
Did u see anything on Google's Circles at the #sxsw? @mention @mention,Neutral,Brand-Specific,Unknown,Provided,70,12,258,
The #SXSW app for my iPhone is ridiculous. It's my personal planner for the next 5 days.,Positive,Brand-Specific,iPad or iPhone App,Provided,88,17,259,
Our #sxsw app is now on #android :D huge props to @mention @mention @mention &amp; @mention Get it now: {link},Neutral,Brand-Specific,Unknown,Provided,110,20,260,
"Found the app kyping my iPhone's geolocation &amp; not releasing when in background. Need a patch, @mention #batterykiller #SXSW",Negative,Brand-Specific,iPad or iPhone App,Provided,128,19,261,
the #SXSW app on the iPhone is live. RSVP for events from your phone &amp; check out sundayswagger.eventbrite.com 3/20 #scoremore,Positive,Brand-Specific,iPad or iPhone App,Provided,129,20,262,
My iPhone app screen for #sxsw what am I missing?   {link},Neutral,Brand-Specific,Unknown,Provided,58,11,263,
Love this app! So awesome. RT @mention Must see #android app at #sxsw &quot;Bizzy&quot; {link},Positive,Brand-Specific,Android App,Provided,94,15,264,
The #SXSW Apple &quot;pop-up&quot; store was nuts. Was still packed at 11:30. {link},Neutral,Brand-Specific,Apple,Provided,84,13,265,
Say what? Apple #sxsw popup store in Austin! {link} ~@mention @mention,Neutral,Brand-Specific,Unknown,Provided,70,11,266,
"BREAKING: Apple announces partnership w/porn industry for new #ipad2 video chat app called, &quot;O-FaceTime&quot;. #sxsw",Neutral,Brand-Specific,Unknown,Provided,121,15,267,
Of course Apple built a temp store in Austin. It's Texas. They understand the concept of corralling cattle #SXSW #PickMeUpAniPad2,Negative,Brand-Specific,Apple,Provided,129,20,268,
Love that Apple didn't let something like not having a retail store near #SXSW keep them away by opening a pop-up store {link},Positive,Brand-Specific,Apple,Provided,126,23,269,
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new ... {link} #Cnet,Positive,Brand-Specific,Apple,Provided,122,24,270,
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads. {link} #cnet,Positive,Brand-Specific,iPad,Provided,125,24,271,
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads. http:/ {link},Neutral,Brand-Specific,Unknown,Provided,126,24,272,
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads.... {link},Positive,Brand-Specific,Apple,Provided,122,23,273,
"#technews Apple heads to SXSW, sets up temporary store in Austin {link} #Tech_News #Apple #iPad_2 #Rance_Wilemon #SXSW #tech",Neutral,Brand-Specific,Unknown,Provided,124,18,274,
ÛÏ@mention Apple is a great example of a retail store layed out for the future - no 'registers' no 'checkout line'  #sxsw,Positive,Brand-Specific,Apple,Provided,122,22,275,
ÛÏ@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link} #gswsxsw,Positive,Brand-Specific,Apple,Provided,116,20,276,
ÛÏ@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch&quot; oh YAY more traffic.,Negative,Brand-Specific,Apple,Provided,127,22,277,
#technews Apple Opening Pop-Up Store In Austin For SXSW {link} #Tech_News #American_Statesman #Apple #Apple_Apple #SXSW #tech,Neutral,Brand-Specific,Unknown,Provided,125,16,278,
#technews Apple Opening Pop-Up Store in Austin for SXSW Geekfest [Apple] {link} #Tech_News #Apple #Brian_Lam #iPad_2 #SXSW #tech,Neutral,Brand-Specific,Unknown,Provided,128,18,279,
"The #sxsw Apple Popup Store is open at noon, has a fresh shipment of iPad 2's, and I'm pretty sure I'm going to get one. [fingers crossed]",Positive,Brand-Specific,iPad,Provided,138,27,280,
"#technews Apple saves SXSW, set to open pop-up store {link} #Tech_News #Apple #SXSW #tech",Positive,Brand-Specific,Apple,Provided,89,14,281,
"At #SXSW, Apple schools the marketing experts  {link}",Neutral,Brand-Specific,Unknown,Provided,53,8,282,
"At #SXSW, Apple schools the marketing experts {link}",Positive,Brand-Specific,Apple,Provided,52,8,283,
"At #SXSW, Apple schools the marketing experts {link} via @mention",Positive,Brand-Specific,Apple,Provided,65,10,284,
"At #SXSW, Apple schools the marketing experts {link} via @mention &lt;&lt; True. Love or loathe them, no one does marketing like them.",Positive,Brand-Specific,Apple,Provided,134,22,285,
"At #SXSW, Apple schools the marketing experts | CNET - {link}",Positive,Brand-Specific,Apple,Provided,61,11,286,
